run_id,query_id,pipeline_id,is_correct,total_error,interaction_term,dominant_fault,dominant_fault_confidence,phi_scope,phi_facts,phi_aggregation
07f859f7fda437665e091d05628e9ed4,c728a7b3-3b8c-5f1a-adf9-3c2bc024d58f,P5-full-compound,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
50b97fc2fe7c3cac3ce662ae9401282b,c728a7b3-3b8c-5f1a-adf9-3c2bc024d58f,gnn-extractor,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
fe1a7da41d21a8f2e4a0d18f10b230d6,154055cc-c6d9-5163-baa7-dc0adbad17e8,P0-deterministic-scope-baseline,True,0.0,0.0,none,0.0,0.0,0.0,0.0
864f7e0066ef0437b16b68a689e71cce,154055cc-c6d9-5163-baa7-dc0adbad17e8,P1-wrong-scope,True,0.0,0.0,none,0.0,0.0,0.0,0.0
afd451dbabf1f7e9aa92f498aa39e853,154055cc-c6d9-5163-baa7-dc0adbad17e8,P2-wrong-facts,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
06ef2709b19fcf10376f4b5783853b8a,154055cc-c6d9-5163-baa7-dc0adbad17e8,P3-wrong-aggregation,True,0.0,0.0,none,0.0,0.0,0.0,0.0
1ae4d756df25e281f766fef123b45bc9,154055cc-c6d9-5163-baa7-dc0adbad17e8,P4-compound-scope-facts,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
8ac6ad2174ebeb5c23004890e133f8a3,154055cc-c6d9-5163-baa7-dc0adbad17e8,P5-full-compound,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
c73d95ebf93507ded8ec82955f329695,154055cc-c6d9-5163-baa7-dc0adbad17e8,gnn-extractor,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
db372377bb3e343ddc08c748b9ded888,56eae10e-dad9-5cc9-82f8-b0992a66a10b,P0-deterministic-scope-baseline,True,0.0,0.0,none,0.0,0.0,0.0,0.0
598b405682c1afad4074c03745209462,56eae10e-dad9-5cc9-82f8-b0992a66a10b,P1-wrong-scope,True,0.0,0.0,none,0.0,0.0,0.0,0.0
edad92f010e4e01e564b05dd1af13260,56eae10e-dad9-5cc9-82f8-b0992a66a10b,P2-wrong-facts,True,0.0,0.0,none,0.0,0.0,0.0,0.0
b89cd680b42766e6778e4c640b072d9c,56eae10e-dad9-5cc9-82f8-b0992a66a10b,P3-wrong-aggregation,False,0.5,0.0,scope,0.25,0.25,0.25,0.0
5338c66ceab9de34cc283538cbeda33d,56eae10e-dad9-5cc9-82f8-b0992a66a10b,P4-compound-scope-facts,True,0.0,0.0,none,0.0,0.0,0.0,0.0
f2a4c4fe94995ac0c0f77626c57faaaf,56eae10e-dad9-5cc9-82f8-b0992a66a10b,P5-full-compound,True,0.0,0.0,none,0.0,0.0,0.0,0.0
c3a5bdb229e6737a869d109297cbbfe6,56eae10e-dad9-5cc9-82f8-b0992a66a10b,gnn-extractor,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
ba7c129dbaead55c5e4b0a140e9738ae,2b664f98-1cc3-51b4-8cd6-2ccff9d51c76,P0-deterministic-scope-baseline,True,0.0,0.0,none,0.0,0.0,0.0,0.0
de10352ebb8a5b2bb5115268277d2b75,2b664f98-1cc3-51b4-8cd6-2ccff9d51c76,P1-wrong-scope,False,0.16666666666666666,0.0,scope,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0
55593443352ddf8233686820d56637ed,2b664f98-1cc3-51b4-8cd6-2ccff9d51c76,P2-wrong-facts,False,0.3333333333333333,0.0,scope,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
ea8baea4c89f95f2d26954f5f0ce0ca3,2b664f98-1cc3-51b4-8cd6-2ccff9d51c76,P3-wrong-aggregation,False,0.3333333333333333,0.0,scope,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
38ebb311451af22f98023c9cdcd42bd9,2b664f98-1cc3-51b4-8cd6-2ccff9d51c76,P4-compound-scope-facts,False,0.5,0.0,scope,0.25,0.25,0.25,0.0
3ec6792c9dc649c6737665f83bb8b3d5,2b664f98-1cc3-51b4-8cd6-2ccff9d51c76,P5-full-compound,False,0.6666666666666666,0.0,scope,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
03cadb682de56f2ccf68ce465b6f0674,2b664f98-1cc3-51b4-8cd6-2ccff9d51c76,gnn-extractor,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
708e4be7cadaf3317536aa5fff90aa1b,68d76e9b-5ed2-5543-a472-a4f338b9ea15,P0-deterministic-scope-baseline,True,0.0,0.0,none,0.0,0.0,0.0,0.0
be7b79942c587de82dc8108b6c3db0da,68d76e9b-5ed2-5543-a472-a4f338b9ea15,P1-wrong-scope,True,0.0,0.0,none,0.0,0.0,0.0,0.0
194ce97e85f456f84b007faf0948288e,68d76e9b-5ed2-5543-a472-a4f338b9ea15,P2-wrong-facts,True,0.0,0.0,none,0.0,0.0,0.0,0.0
0c63d73a2b7eb35652fffdbf462bb216,68d76e9b-5ed2-5543-a472-a4f338b9ea15,P3-wrong-aggregation,False,0.5,0.0,scope,0.25,0.25,0.25,0.0
26898a6792d856c48c785d454a222252,68d76e9b-5ed2-5543-a472-a4f338b9ea15,P4-compound-scope-facts,True,0.0,0.0,none,0.0,0.0,0.0,0.0
ba89085d0ad1a75b221d50f8cfb3d0f9,68d76e9b-5ed2-5543-a472-a4f338b9ea15,P5-full-compound,True,0.0,0.0,none,0.0,0.0,0.0,0.0
045ae2dc823de1f5fdc1401f819bc138,68d76e9b-5ed2-5543-a472-a4f338b9ea15,gnn-extractor,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
fc0e5db573bedfbf2fb02228d9376ba0,b23e69cd-4517-5e78-9707-8a83c6474770,P0-deterministic-scope-baseline,True,0.0,0.0,none,0.0,0.0,0.0,0.0
c22c9b8a132e87f7da4d515833e62241,b23e69cd-4517-5e78-9707-8a83c6474770,P1-wrong-scope,False,0.15612658227848106,0.0,scope,0.07806329113924053,0.07806329113924053,0.07806329113924053,0.0
af6bf26436bbe8c380a542394ed20bd8,b23e69cd-4517-5e78-9707-8a83c6474770,P2-wrong-facts,False,0.0075949367088608225,0.0,scope,0.0037974683544304113,0.0037974683544304113,0.0037974683544304113,0.0
995f6cdf66b6a4be8fa28e0be59ca363,b23e69cd-4517-5e78-9707-8a83c6474770,P3-wrong-aggregation,False,0.06437974683544297,0.0,scope,0.03218987341772148,0.03218987341772148,0.03218987341772148,0.0
f04b8b7141c68308de1988215cf0c944,b23e69cd-4517-5e78-9707-8a83c6474770,P4-compound-scope-facts,False,0.1729873417721519,0.0,scope,0.08649367088607594,0.08649367088607594,0.08649367088607594,0.0
535eee3ad3ff36c5ac806ddc550e6da1,b23e69cd-4517-5e78-9707-8a83c6474770,P5-full-compound,False,0.38992405063291136,0.0,scope,0.19496202531645568,0.19496202531645568,0.19496202531645568,0.0
